params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'subsample': 0.6578947368421053, 'reg_lambda': 0.08111308307896868, 'reg_alpha': 170.73526474706887, 'n_estimators': 465, 'min_child_weight': 2.6968806263906924, 'max_leaves': 530, 'max_depth': 40, 'learning_rate': 0.02930446976972143, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 0.8947368421052632}",-0.319542994386018,119,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.3936578456162928,119,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.013530477745798068, 'reg_alpha': 385.3528593710528, 'n_estimators': 465, 'min_child_weight': 0.0793961784538228, 'max_leaves': 840, 'max_depth': 40, 'learning_rate': 0.37423662907219807, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.9210526315789473}",0.3192725473103477,119,Manchester_Sharston,NOx,xgboost
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 0.0050941380148163806, 'n_estimators': 230, 'min_child_weight': 0.002131362471841438, 'max_leaves': 920, 'max_depth': 55, 'learning_rate': 0.2337423870891815, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.763157894736842}",0.5462714551468009,119,Manchester_Sharston,O3,xgboost
"{'n_estimators': 345, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4547733417749657,119,Salford_Eccles,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 64.28073117284319, 'n_estimators': 420, 'min_child_weight': 5.0513424688167605, 'max_leaves': 320, 'max_depth': 20, 'learning_rate': 0.33967385822722057, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.3684396142720182,119,Salford_Eccles,NOx,xgboost
"{'n_estimators': 135, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 5, 'bootstrap': True}",0.0554266301687076,119,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 0.030538555088334158, 'reg_alpha': 12.618568830660209, 'n_estimators': 165, 'min_child_weight': 0.09908136566858665, 'max_leaves': 910, 'max_depth': 25, 'learning_rate': 0.0013560151105656334, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.7368421052631579}",-0.5390259091775101,119,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 50, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.4537440786344254,119,Salford_Glazebury,NOx,randomforest
"{'subsample': 1.0, 'reg_lambda': 104.7615752789664, 'reg_alpha': 0.007054802310718645, 'n_estimators': 395, 'min_child_weight': 0.00489078709413959, 'max_leaves': 920, 'max_depth': 55, 'learning_rate': 0.41806372414557574, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.6052631578947368}",0.3755843961839781,119,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 20, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.6412422742066658,119,Salford_Glazebury,O3,randomforest
"{'n_estimators': 375, 'min_samples_split': 7, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.6412422742066658,119,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 64.28073117284319, 'n_estimators': 420, 'min_child_weight': 5.0513424688167605, 'max_leaves': 320, 'max_depth': 20, 'learning_rate': 0.33967385822722057, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.561494135951263,119,Salford_Glazebury,O3,xgboost
"{'n_estimators': 310, 'min_samples_split': 16, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4657116633569634,120,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 0.6734150657750821, 'n_estimators': 355, 'min_child_weight': 0.006818162294944479, 'max_leaves': 800, 'max_depth': 30, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9736842105263157}",0.38927847025979,120,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 3, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4654173070548313,120,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 0.0026560877829466868, 'n_estimators': 275, 'min_child_weight': 0.0054635503522148755, 'max_leaves': 520, 'max_depth': 10, 'learning_rate': 0.25398590687807265, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9210526315789473}",0.3734850852994175,120,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 50, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.5771486015450681,120,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 0.4862601580065353, 'reg_alpha': 0.08111308307896868, 'n_estimators': 200, 'min_child_weight': 1.1752771174629453, 'max_leaves': 790, 'max_depth': 25, 'learning_rate': 0.42980012064907985, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.6578947368421053}",0.46567621736476,120,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 360, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.1505114479749287,120,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.06892612104349695, 'reg_alpha': 0.5722367659350214, 'n_estimators': 480, 'min_child_weight': 1.0139394576752918, 'max_leaves': 180, 'max_depth': 60, 'learning_rate': 0.08391656442830157, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.5263157894736842}",-0.3219406131543385,120,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 265, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.3932146713215391,120,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 3764.9358067924636, 'reg_alpha': 0.5722367659350214, 'n_estimators': 255, 'min_child_weight': 0.07107279696773415, 'max_leaves': 350, 'max_depth': 40, 'learning_rate': 0.022841122073038244, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 1.0}",0.3118197243313552,120,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.6109474944820338,120,Manchester_Sharston,O3,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 0.6734150657750821, 'n_estimators': 355, 'min_child_weight': 0.006818162294944479, 'max_leaves': 800, 'max_depth': 30, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9736842105263157}",0.5438285367819397,120,Manchester_Sharston,O3,xgboost
"{'n_estimators': 380, 'min_samples_split': 15, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4546395652130404,120,Salford_Eccles,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 0.6734150657750821, 'n_estimators': 355, 'min_child_weight': 0.006818162294944479, 'max_leaves': 800, 'max_depth': 30, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9736842105263157}",0.366960133119434,120,Salford_Eccles,NOx,xgboost
"{'n_estimators': 180, 'min_samples_split': 19, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.0553488324445888,120,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 20.565123083486515, 'reg_alpha': 0.0011768119524349979, 'n_estimators': 335, 'min_child_weight': 0.0108160363031071, 'max_leaves': 600, 'max_depth': 5, 'learning_rate': 0.13812763028320094, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.8421052631578947}",-0.5420275000274216,120,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 415, 'min_samples_split': 18, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4536477173488219,120,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 0.0050941380148163806, 'n_estimators': 230, 'min_child_weight': 0.002131362471841438, 'max_leaves': 920, 'max_depth': 55, 'learning_rate': 0.2337423870891815, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.763157894736842}",0.3693653666791948,120,Salford_Glazebury,NOx,xgboost
"{'subsample': 0.9736842105263157, 'reg_lambda': 0.0013848863713938732, 'reg_alpha': 0.41320124001153347, 'n_estimators': 385, 'min_child_weight': 0.00820026061993413, 'max_leaves': 440, 'max_depth': 15, 'learning_rate': 0.19796717529513325, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.5526315789473684}",0.5591844767925793,120,Salford_Glazebury,O3,xgboost
"{'n_estimators': 315, 'min_samples_split': 7, 'min_samples_leaf': 14, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.4656768461566519,121,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 1668.100537200059, 'reg_alpha': 0.13219411484660287, 'n_estimators': 400, 'min_child_weight': 0.004459627626819095, 'max_leaves': 130, 'max_depth': 40, 'learning_rate': 0.7687259521663729, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.5789473684210527}",0.3888741603008613,121,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4653523076559828,121,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.7924828983539169, 'reg_alpha': 0.29836472402833375, 'n_estimators': 170, 'min_child_weight': 2.551606073727184, 'max_leaves': 1000, 'max_depth': 70, 'learning_rate': 0.009682153059967086, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.8157894736842105}",0.3680299746261286,121,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 320, 'min_samples_split': 15, 'min_samples_leaf': 14, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.577030620502725,121,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 5.5908101825122225, 'reg_alpha': 1963.0406500402685, 'n_estimators': 160, 'min_child_weight': 0.0027093538657320514, 'max_leaves': 720, 'max_depth': 65, 'learning_rate': 0.4735334922917116, 'colsample_bytree': 1.0, 'colsample_bylevel': 1.0}",0.461784744268687,121,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 240, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.1490168490436135,121,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 1.0, 'reg_lambda': 1417.4741629268049, 'reg_alpha': 0.004328761281083057, 'n_estimators': 150, 'min_child_weight': 0.0014465073385216472, 'max_leaves': 440, 'max_depth': 5, 'learning_rate': 0.004398317466650224, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8157894736842105}",-0.3322646992707712,121,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 135, 'min_samples_split': 5, 'min_samples_leaf': 13, 'max_features': 'log2', 'max_depth': 70, 'bootstrap': True}",0.3931525682435319,121,Manchester_Sharston,NOx,randomforest
"{'subsample': 1.0, 'reg_lambda': 628.0291441834246, 'reg_alpha': 0.5722367659350214, 'n_estimators': 260, 'min_child_weight': 0.328877428582551, 'max_leaves': 460, 'max_depth': 60, 'learning_rate': 0.8951664721378302, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.9736842105263157}",0.3115132148187963,121,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 405, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.6108901273150378,121,Manchester_Sharston,O3,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 1668.100537200059, 'reg_alpha': 75.6463327554629, 'n_estimators': 500, 'min_child_weight': 1.242190995452616, 'max_leaves': 370, 'max_depth': 60, 'learning_rate': 0.9862521794868785, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.868421052631579}",0.5381762804265573,121,Manchester_Sharston,O3,xgboost
"{'n_estimators': 80, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 25, 'bootstrap': True}",0.4545931617430808,121,Salford_Eccles,NOx,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.008302175681319742, 'n_estimators': 155, 'min_child_weight': 0.03213764344100277, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.3645323276227919,121,Salford_Eccles,NOx,xgboost
"{'n_estimators': 200, 'min_samples_split': 13, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.0537169653148912,121,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.9473684210526315, 'reg_lambda': 75.6463327554629, 'reg_alpha': 200.92330025650458, 'n_estimators': 255, 'min_child_weight': 0.037251373008002096, 'max_leaves': 550, 'max_depth': 30, 'learning_rate': 0.0011017528137883875, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.9736842105263157}",-0.5515360775432325,121,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 140, 'min_samples_split': 13, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.4536061491524935,121,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 4.037017258596554, 'n_estimators': 140, 'min_child_weight': 0.09908136566858665, 'max_leaves': 360, 'max_depth': 20, 'learning_rate': 0.6245844712439618, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.7894736842105263}",0.3691531189364663,121,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 420, 'min_samples_split': 10, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.641225038543582,121,Salford_Glazebury,O3,randomforest
"{'subsample': 0.5, 'reg_lambda': 3.4304692863149153, 'reg_alpha': 6135.907273413163, 'n_estimators': 145, 'min_child_weight': 5.5397092811064, 'max_leaves': 560, 'max_depth': 30, 'learning_rate': 0.030127140708811645, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.7105263157894737}",0.5558719070608936,121,Salford_Glazebury,O3,xgboost
"{'n_estimators': 190, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4656598840141921,122,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 64.28073117284319, 'n_estimators': 420, 'min_child_weight': 5.0513424688167605, 'max_leaves': 320, 'max_depth': 20, 'learning_rate': 0.33967385822722057, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.388678342781147,122,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4652130659592869,122,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.008302175681319744, 'n_estimators': 155, 'min_child_weight': 0.03213764344100277, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.3646594055887104,122,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 315, 'min_samples_split': 7, 'min_samples_leaf': 14, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.5770274492151998,122,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 236.4489412645407, 'reg_alpha': 5214.008287999684, 'n_estimators': 195, 'min_child_weight': 0.04648733708020256, 'max_leaves': 470, 'max_depth': 70, 'learning_rate': 0.45427059863740427, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.5789473684210527}",0.4560347553286307,122,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 455, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.1488159215158571,122,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.6578947368421053, 'reg_lambda': 0.015922827933410922, 'reg_alpha': 0.06892612104349695, 'n_estimators': 290, 'min_child_weight': 3.0688378919176422, 'max_leaves': 640, 'max_depth': 70, 'learning_rate': 0.0013940828262825786, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.8157894736842105}",-0.3346791751332597,122,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 455, 'min_samples_split': 18, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'max_depth': 35, 'bootstrap': True}",0.3931269992088095,122,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 0.6734150657750821, 'n_estimators': 355, 'min_child_weight': 0.006818162294944479, 'max_leaves': 800, 'max_depth': 30, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9736842105263157}",0.3071961707719736,122,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.6108838894012528,122,Manchester_Sharston,O3,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04229242874389499, 'reg_alpha': 0.01873817422860384, 'n_estimators': 160, 'min_child_weight': 0.7546672630843887, 'max_leaves': 660, 'max_depth': 70, 'learning_rate': 0.23052893870517083, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.8157894736842105}",0.5376907377516611,122,Manchester_Sharston,O3,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4544971413441204,122,Salford_Eccles,NOx,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 3764.9358067924636, 'reg_alpha': 0.5722367659350214, 'n_estimators': 255, 'min_child_weight': 0.07107279696773415, 'max_leaves': 350, 'max_depth': 40, 'learning_rate': 0.022841122073038244, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 1.0}",0.3643535154700497,122,Salford_Eccles,NOx,xgboost
"{'n_estimators': 365, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.053091896596628,122,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.15556761439304723, 'reg_alpha': 12.618568830660209, 'n_estimators': 290, 'min_child_weight': 4.047756965997318, 'max_leaves': 770, 'max_depth': 5, 'learning_rate': 0.005193149936590212, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.8947368421052632}",-0.5765725010808049,122,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 430, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 60, 'bootstrap': True}",0.4535152651069141,122,Salford_Glazebury,NOx,randomforest
"{'subsample': 1.0, 'reg_lambda': 628.0291441834246, 'reg_alpha': 0.5722367659350214, 'n_estimators': 260, 'min_child_weight': 0.328877428582551, 'max_leaves': 460, 'max_depth': 60, 'learning_rate': 0.8951664721378302, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.9736842105263157}",0.3672273996251174,122,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 8, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.6411522478177173,122,Salford_Glazebury,O3,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04229242874389499, 'reg_alpha': 0.01873817422860384, 'n_estimators': 160, 'min_child_weight': 0.7546672630843887, 'max_leaves': 660, 'max_depth': 70, 'learning_rate': 0.23052893870517083, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.8157894736842105}",0.5531308926236953,122,Salford_Glazebury,O3,xgboost
"{'n_estimators': 295, 'min_samples_split': 20, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4655736834164184,123,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.011497569953977358, 'reg_alpha': 0.011497569953977358, 'n_estimators': 405, 'min_child_weight': 0.047353349229171164, 'max_leaves': 490, 'max_depth': 65, 'learning_rate': 0.0033346180157863624, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.9473684210526315}",0.3824129537120305,123,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 420, 'min_samples_split': 10, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4652094288263118,123,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04229242874389499, 'reg_alpha': 0.01873817422860384, 'n_estimators': 160, 'min_child_weight': 0.7546672630843887, 'max_leaves': 660, 'max_depth': 70, 'learning_rate': 0.23052893870517083, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.8157894736842105}",0.3574949094271606,123,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.5769621406302615,123,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.008302175681319744, 'n_estimators': 155, 'min_child_weight': 0.03213764344100277, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.4500420403288424,123,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 165, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.1480810598039753,123,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.013530477745798068, 'reg_alpha': 14.849682622544636, 'n_estimators': 255, 'min_child_weight': 0.062458447124396146, 'max_leaves': 760, 'max_depth': 30, 'learning_rate': 0.0017639772753140453, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.7894736842105263}",-0.3473559058543309,123,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 395, 'min_samples_split': 16, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': True}",0.3931171291006509,123,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04229242874389499, 'reg_alpha': 0.01873817422860384, 'n_estimators': 160, 'min_child_weight': 0.7546672630843887, 'max_leaves': 660, 'max_depth': 70, 'learning_rate': 0.23052893870517083, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.8157894736842105}",0.3038183005194462,123,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 100, 'min_samples_split': 19, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.61083999253064,123,Manchester_Sharston,O3,randomforest
"{'subsample': 0.7105263157894737, 'reg_lambda': 145.082877849594, 'reg_alpha': 628.0291441834246, 'n_estimators': 270, 'min_child_weight': 2.5049415421745023, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.933125117507825, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.763157894736842}",0.5152127104531047,123,Manchester_Sharston,O3,xgboost
"{'n_estimators': 310, 'min_samples_split': 10, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4544339186733563,123,Salford_Eccles,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 10000.0, 'n_estimators': 395, 'min_child_weight': 0.01952455581016861, 'max_leaves': 240, 'max_depth': 55, 'learning_rate': 0.00657105754603627, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.6052631578947368}",0.3623879383482644,123,Salford_Eccles,NOx,xgboost
"{'n_estimators': 490, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.0530069181210992,123,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.022051307399030454, 'reg_alpha': 0.004328761281083057, 'n_estimators': 365, 'min_child_weight': 8.787954011821311, 'max_leaves': 250, 'max_depth': 35, 'learning_rate': 0.011274679582449468, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.5526315789473684}",-0.6103374238528014,123,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 375, 'min_samples_split': 3, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4534616718680723,123,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.5, 'reg_lambda': 20.565123083486515, 'reg_alpha': 7220.8090183854565, 'n_estimators': 380, 'min_child_weight': 8.951664721378293, 'max_leaves': 880, 'max_depth': 65, 'learning_rate': 0.008910453324821512, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.8421052631578947}",0.360263463536845,123,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 230, 'min_samples_split': 14, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.6411166404019497,123,Salford_Glazebury,O3,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.030538555088334158, 'reg_alpha': 0.04977023564332109, 'n_estimators': 450, 'min_child_weight': 8.314567805772056, 'max_leaves': 210, 'max_depth': 5, 'learning_rate': 0.2436540009125466, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.5526315789473684}",0.5524579847735067,123,Salford_Glazebury,O3,xgboost
"{'n_estimators': 105, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.4655094957250518,124,Bury_Whitefield,NOx,randomforest
