params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'subsample': 0.5789473684210527, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 4.037017258596554, 'n_estimators': 140, 'min_child_weight': 0.09908136566858665, 'max_leaves': 360, 'max_depth': 20, 'learning_rate': 0.6245844712439618, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.7894736842105263}",0.2855338077417047,5,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 400, 'min_samples_split': 16, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.2399017359254689,5,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 4.750810162102793, 'reg_alpha': 0.25353644939701114, 'n_estimators': 170, 'min_child_weight': 0.38830980490596045, 'max_leaves': 210, 'max_depth': 30, 'learning_rate': 0.03184241601504653, 'colsample_bytree': 0.5, 'colsample_bylevel': 1.0}",0.493339233591633,5,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 385, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4628381374367635,5,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 54.62277217684337, 'reg_alpha': 0.003125715849688235, 'n_estimators': 285, 'min_child_weight': 1.4398479528760066, 'max_leaves': 360, 'max_depth': 40, 'learning_rate': 0.03557150206821386, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.7105263157894737}",0.6621006567408475,5,Salford_Glazebury,O3,xgboost
"{'n_estimators': 460, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 65, 'bootstrap': True}",0.6465164063017982,5,Salford_Glazebury,O3,randomforest
"{'subsample': 0.9210526315789473, 'reg_lambda': 6.579332246575675, 'reg_alpha': 0.005994842503189409, 'n_estimators': 330, 'min_child_weight': 0.027725907598604826, 'max_leaves': 410, 'max_depth': 25, 'learning_rate': 0.05388438442608223, 'colsample_bytree': 0.631578947368421, 'colsample_bylevel': 0.9210526315789473}",0.5209538818778514,6,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 500, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.4751952001848833,6,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.3511191734215131, 'reg_alpha': 278.2559402207126, 'n_estimators': 270, 'min_child_weight': 0.00489078709413959, 'max_leaves': 260, 'max_depth': 10, 'learning_rate': 0.03228628202536732, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.9736842105263157}",0.5153271630474311,6,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 250, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.4780589924504388,6,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.008302175681319744, 'reg_alpha': 89.02150854450375, 'n_estimators': 295, 'min_child_weight': 0.06480719826311968, 'max_leaves': 150, 'max_depth': 70, 'learning_rate': 0.04958962013837214, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.8421052631578947}",0.6090729816285612,6,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 410, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.5868698033754274,6,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.2295544283674557,6,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 123.28467394420659, 'reg_alpha': 0.01873817422860384, 'n_estimators': 345, 'min_child_weight': 0.16308906755493327, 'max_leaves': 840, 'max_depth': 55, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.6578947368421053}",0.2054539801059983,6,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.8421052631578947, 'reg_lambda': 4.750810162102793, 'reg_alpha': 0.25353644939701114, 'n_estimators': 170, 'min_child_weight': 0.38830980490596045, 'max_leaves': 210, 'max_depth': 30, 'learning_rate': 0.03184241601504653, 'colsample_bytree': 0.5, 'colsample_bylevel': 1.0}",0.445278831561092,6,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 485, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.4052165440547616,6,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.9473684210526315, 'reg_lambda': 0.15556761439304723, 'reg_alpha': 453.4878508128582, 'n_estimators': 490, 'min_child_weight': 8.951664721378293, 'max_leaves': 360, 'max_depth': 5, 'learning_rate': 0.07616641716552891, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.6842105263157895}",0.6363212719740415,6,Manchester_Sharston,O3,xgboost
"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.6157851614613947,6,Manchester_Sharston,O3,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 123.2846739442066, 'reg_alpha': 0.01873817422860384, 'n_estimators': 345, 'min_child_weight': 0.16308906755493324, 'max_leaves': 840, 'max_depth': 55, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.6578947368421053}",0.4973367505289868,6,Salford_Eccles,NOx,xgboost
"{'n_estimators': 485, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.4630870086378348,6,Salford_Eccles,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.015922827933410922, 'n_estimators': 345, 'min_child_weight': 0.6631981202212669, 'max_leaves': 250, 'max_depth': 10, 'learning_rate': 0.009549044557518078, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.5789473684210527}",0.2788972490975088,6,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 170, 'min_samples_split': 6, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.2398776211489139,6,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 54.62277217684337, 'reg_alpha': 0.003125715849688235, 'n_estimators': 285, 'min_child_weight': 1.4398479528760066, 'max_leaves': 360, 'max_depth': 40, 'learning_rate': 0.03557150206821386, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.7105263157894737}",0.493115423407434,6,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 460, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 65, 'bootstrap': True}",0.4627181853545337,6,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 1204.503540258781, 'reg_alpha': 0.001, 'n_estimators': 435, 'min_child_weight': 0.13560151105656332, 'max_leaves': 980, 'max_depth': 30, 'learning_rate': 0.07616641716552891, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.7894736842105263}",0.6616726653924728,6,Salford_Glazebury,O3,xgboost
"{'n_estimators': 395, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6462839068378401,6,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 75.6463327554629, 'reg_alpha': 20.565123083486515, 'n_estimators': 145, 'min_child_weight': 0.0920296680876041, 'max_leaves': 820, 'max_depth': 10, 'learning_rate': 0.06188468238624386, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.631578947368421}",0.5206326793468194,7,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.4751475852643615,7,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.0013848863713938732, 'reg_alpha': 1.7886495290574351, 'n_estimators': 440, 'min_child_weight': 0.010424040070215563, 'max_leaves': 160, 'max_depth': 65, 'learning_rate': 0.008910453324821512, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.9210526315789473}",0.5141287175413499,7,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 145, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.4779709702094979,7,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.0013848863713938732, 'reg_alpha': 1.7886495290574351, 'n_estimators': 440, 'min_child_weight': 0.010424040070215563, 'max_leaves': 160, 'max_depth': 65, 'learning_rate': 0.008910453324821512, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.9210526315789473}",0.6079417072356351,7,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 425, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 25, 'bootstrap': True}",0.5865539567854886,7,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.2294437572770305,7,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.7105263157894737, 'reg_lambda': 123.28467394420659, 'reg_alpha': 0.03593813663804628, 'n_estimators': 115, 'min_child_weight': 0.02063617767863859, 'max_leaves': 700, 'max_depth': 70, 'learning_rate': 0.1847281437099634, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.7105263157894737}",0.2046204372543758,7,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.6842105263157895, 'reg_lambda': 64.28073117284319, 'reg_alpha': 453.4878508128582, 'n_estimators': 485, 'min_child_weight': 1.1537832996296606, 'max_leaves': 460, 'max_depth': 40, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.868421052631579}",0.444563643278593,7,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 350, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 35, 'bootstrap': True}",0.4050444496949428,7,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.008302175681319742, 'reg_alpha': 89.02150854450375, 'n_estimators': 295, 'min_child_weight': 0.06480719826311968, 'max_leaves': 150, 'max_depth': 70, 'learning_rate': 0.04958962013837214, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.8421052631578947}",0.6360843954736921,7,Manchester_Sharston,O3,xgboost
"{'n_estimators': 410, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.6157434940352746,7,Manchester_Sharston,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 278.25594022071255, 'reg_alpha': 385.3528593710528, 'n_estimators': 145, 'min_child_weight': 0.7273165113001455, 'max_leaves': 980, 'max_depth': 25, 'learning_rate': 0.12194734366967383, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.7105263157894737}",0.4966956494691567,7,Salford_Eccles,NOx,xgboost
"{'n_estimators': 370, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4630147394404114,7,Salford_Eccles,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 89.02150854450375, 'reg_alpha': 0.08111308307896868, 'n_estimators': 325, 'min_child_weight': 0.01847281437099634, 'max_leaves': 780, 'max_depth': 65, 'learning_rate': 0.014666708663439686, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.5263157894736842}",0.2782684909499738,7,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.2373851899988685,7,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.9210526315789473, 'reg_lambda': 6.579332246575675, 'reg_alpha': 0.005994842503189409, 'n_estimators': 330, 'min_child_weight': 0.027725907598604826, 'max_leaves': 410, 'max_depth': 25, 'learning_rate': 0.05388438442608223, 'colsample_bytree': 0.631578947368421, 'colsample_bylevel': 0.9210526315789473}",0.4919164413572511,7,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 370, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4625458267023846,7,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 123.2846739442066, 'reg_alpha': 0.01873817422860384, 'n_estimators': 345, 'min_child_weight': 0.16308906755493324, 'max_leaves': 840, 'max_depth': 55, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.6578947368421053}",0.6615249656777398,7,Salford_Glazebury,O3,xgboost
"{'n_estimators': 365, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6462683166340746,7,Salford_Glazebury,O3,randomforest
"{'subsample': 0.6578947368421053, 'reg_lambda': 0.08111308307896868, 'reg_alpha': 170.73526474706887, 'n_estimators': 465, 'min_child_weight': 2.6968806263906924, 'max_leaves': 530, 'max_depth': 40, 'learning_rate': 0.02930446976972143, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 0.8947368421052632}",0.5200300005899543,8,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 410, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.4751395898247831,8,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.008302175681319744, 'reg_alpha': 145.082877849594, 'n_estimators': 195, 'min_child_weight': 0.09908136566858666, 'max_leaves': 310, 'max_depth': 55, 'learning_rate': 0.0577461515235982, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.763157894736842}",0.51369159304869,8,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 485, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.4778817808253314,8,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 7.742636826811269, 'reg_alpha': 0.005994842503189409, 'n_estimators': 490, 'min_child_weight': 0.004066478091781854, 'max_leaves': 750, 'max_depth': 5, 'learning_rate': 0.09505082962189512, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.763157894736842}",0.6068789550064212,8,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 170, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': True}",0.5864289149684981,8,Manchester_Piccadilly,O3,randomforest
"{'n_estimators': 410, 'min_samples_split': 16, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.2289297112437525,8,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 89.02150854450375, 'reg_alpha': 0.08111308307896868, 'n_estimators': 325, 'min_child_weight': 0.018472814370996342, 'max_leaves': 780, 'max_depth': 65, 'learning_rate': 0.014666708663439686, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.5263157894736842}",0.2012989870552297,8,Manchester_Piccadilly,PM2.5,xgboost
"{'subsample': 0.7894736842105263, 'reg_lambda': 28.480358684357988, 'reg_alpha': 0.21544346900318823, 'n_estimators': 495, 'min_child_weight': 0.16010644613183178, 'max_leaves': 860, 'max_depth': 10, 'learning_rate': 0.03657010880777491, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 1.0}",0.4444379253582685,8,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 410, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.4048360621736842,8,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.35111917342151305, 'reg_alpha': 278.25594022071255, 'n_estimators': 270, 'min_child_weight': 0.00489078709413959, 'max_leaves': 260, 'max_depth': 10, 'learning_rate': 0.03228628202536732, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.9736842105263157}",0.63595936299903,8,Manchester_Sharston,O3,xgboost
"{'n_estimators': 490, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.6157351394593908,8,Manchester_Sharston,O3,randomforest
"{'subsample': 0.9473684210526315, 'reg_lambda': 0.15556761439304723, 'reg_alpha': 453.4878508128582, 'n_estimators': 490, 'min_child_weight': 8.951664721378293, 'max_leaves': 360, 'max_depth': 5, 'learning_rate': 0.07616641716552891, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.6842105263157895}",0.4966630204844564,8,Salford_Eccles,NOx,xgboost
"{'n_estimators': 410, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.4629319034749225,8,Salford_Eccles,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 64.28073117284319, 'reg_alpha': 453.4878508128582, 'n_estimators': 485, 'min_child_weight': 1.1537832996296606, 'max_leaves': 460, 'max_depth': 40, 'learning_rate': 0.03140465219496752, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.868421052631579}",0.2709552450622176,8,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 115, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.2362178560339576,8,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.0013848863713938732, 'reg_alpha': 1.7886495290574351, 'n_estimators': 440, 'min_child_weight': 0.010424040070215563, 'max_leaves': 160, 'max_depth': 65, 'learning_rate': 0.008910453324821512, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.9210526315789473}",0.4890450112288347,8,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 360, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4623279970796926,8,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.022051307399030454, 'reg_alpha': 0.004328761281083057, 'n_estimators': 365, 'min_child_weight': 8.787954011821311, 'max_leaves': 250, 'max_depth': 35, 'learning_rate': 0.011274679582449468, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.5526315789473684}",0.6596375015517686,8,Salford_Glazebury,O3,xgboost
"{'n_estimators': 355, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 60, 'bootstrap': True}",0.6462004074250199,8,Salford_Glazebury,O3,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.35111917342151305, 'reg_alpha': 278.25594022071255, 'n_estimators': 270, 'min_child_weight': 0.00489078709413959, 'max_leaves': 260, 'max_depth': 10, 'learning_rate': 0.03228628202536732, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.9736842105263157}",0.5185198705631914,9,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 455, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.4750202460040595,9,Bury_Whitefield,NOx,randomforest
